"","RD12951DM","RD12952DM","RD12953DM","RD12954DM","RD12955DM","RD12956DM","RD12957DM","RD12958DM","RD12959DM","RD12960DM","RD12961DM","RD12962DM","RD12963DM","RD12964DM","RD12965DM","RD12966DM","RD12967DM","RD12968DM","RD12969DM","RD12970DM","RD12971DM","RD12972DM","RD12973DM","RD12974DM","RD12975DM","RD12976DM","RD12977DM","RD12978DM","RD12979DM","RD12980DM","RD12981DM","RD12982DM","RD12983DM","RD12984DM","RD12985DM","RD12986DM","RD12987DM","RD12988DM","RD12989DM","RD12990DM","RD12991DM","RD12992DM","RD12993DM","RD12994DM","RD12995DM","RD12996DM","RD12997DM","RD12998DM","RD12999DM","RD13000DM","RD13001DM","RD13002DM","RD13003DM","RD13004DM","RD13005DM","RD13006DM","RD13007DM","RD13008DM","RD13009DM","RD13010DM","RD13011DM","RD13012DM","RD13013DM","RD13014DM","RD13015DM","RD13016DM","RD13017DM","RD13018DM","RD13019DM","RD13020DM","RD13021DM","RD13022DM","RD13023DM","RD13024DM","RD13025DM","RD13026DM","RD13027DM","RD13028DM","RD13029DM","RD13030DM","RD13031DM","RD13032DM","RD13033DM","RD13034DM","RD13035DM","RD13036DM","RD13037DM","RD13038DM","RD13039DM","RD13040DM","RD13041DM","RD13042DM"
Abr14,103409.896024,23130.232785,n.d.,21272.628491,52.440632,2424.689635,13472.31744,2037.245643,129.23138,3538.800839,4319.534573,141.573773,2785.190017,14536.316971,4006.148221,260.72271,11302.822914,1437.878909,1437.878909,668796.8343,668796.8343,1124.942372,20.5296,398.78532,11.4248,281.24562,412.957032,10287575.133617,14653.859562,0,1188750.499267,908588.778223,2894515.7274,167029.507452,9652.015776,29362.12253,63922.82295,3385800.083103,0,40795.99208,546740.857542,318054.887684,61845.69579,416272.857258,241589.427,297553.801448,39117.379578,0,22144.445256,28655.011697,4277.940288,2832.205652,14670.858579,3708.201313,8553.830469,49205.287897,5184.451476,22009.31382,10397.110108,81571.473334,1304.166021,3922.12596,19546.496134,1800.123921,599.063166,906.143781,0,0,898.586055,495.41965,1149.8281,3144.967425,128.042336,4043.022615,6286.468585,94.8305,12.8772,12.8772,97128.231003,24244.335674,1129.394942,4077.466295,0,0,834.151276,1366.28204,11324.6708,18230.295201,425.77193,16114.222933,19200.744912,180.895
May14,113671.986674,27560.784543,n.d.,18397.946018,53.082277,2743.636957,14506.53719,1964.775598,165.84715,4286.083558,8018.147681,174.366114,2792.464398,16304.655152,5457.167006,297.6048,10948.888232,1891.889957,1891.889957,699897.4896,699897.4896,1227.114664,175.9932,228.321743,18.80526,347.359261,456.6352,10648532.689715,34446.672146,0,1180906.541487,968569.466039,3146716.24685,200159.508085,6732.5098,24180.1262,62557.517562,3581814.276671,0,59940.58071,306589.531828,307305.660346,85473.904701,397939.01481,285201.13248,339796.209697,43014.091033,0,25850.359569,27124.260882,4641.783629,3087.961486,14903.570558,5446.444229,10628.735951,74391.83169,5520.654538,25386.727544,10382.742873,84739.121029,938.036833,3739.887853,24036.297486,1669.606652,785.999723,877.800018,0,0,898.02039,807.27153,1807.2139,4828.649384,152.937299,4875.827318,7250.247071,82.724201,7.37499,7.37499,113653.47905,27778.430499,1387.850928,4181.893839,0,0,668.18521,2043.45372,16815.9047,21608.147579,432.933192,17003.516037,21612.924897,120.238449
Jun14,126275.192262,35826.742876,n.d.,19145.202806,37.470311,3397.678485,17891.35185,1841.326092,156.67942,3686.45201,9095.799924,187.309602,2693.000948,15117.4099,5630.588509,252.3894,11315.790129,2043.985101,2043.985101,781588.1427,781588.1427,1173.803755,50.5707,416.206356,75.44752,283.418329,348.16085,10738493.387783,19988.433154,0,1054637.19631,929038.437766,3264372.30556,312012.512582,7780.78479,20728.0988,56081.490964,3724257.68401,0,41582.60331,236965.556123,314806.141619,86909.914154,415406.000641,253926.228,324982.735525,43032.924597,0,24553.506698,25678.85595,4953.063255,3589.860221,15443.349366,6038.217419,9130.425619,58924.922935,5506.503815,25410.57479,9982.422002,87901.760638,1227.918214,3608.430006,22456.756509,1565.614376,753.978905,1041.983799,0,1.626335,1228.480409,866.01551,1207.5304,3681.122944,179.310368,4452.090313,7260.206197,218.796953,5.494664,5.494664,102354.772097,21059.878481,1320.296776,4074.965611,0,1.176637,1162.007862,2117.72983,12452.4953,22909.32511,450.997937,14954.296129,21699.044181,152.558243
Jul14,119857.280177,28899.296117,n.d.,18677.838149,32.840323,2567.884315,18575.76823,2222.835097,150.3566,3572.9981,9864.448064,172.300465,2708.097992,15800.741498,5302.744676,262.0016,11047.128951,2042.564292,2042.564292,652033.28,652033.28,1440.719321,56.0254,363.94596,96.3593,385.534556,538.854105,11055246.794534,63071.427861,380.309775,1122635.084527,899254.703795,3647374.97271,334855.2001,11896.779441,14852.7225,61366.425144,3432941.452383,0,36924.30705,312038.065584,338392.482475,94424.110136,428709.794253,256128.9568,343439.318797,46230.290367,0.736885,24263.591711,24972.032575,5362.98656,3993.344402,16722.082558,6527.49753,8755.668858,63490.83723,4939.252493,30077.70336,9676.555805,93739.587964,1126.419196,3560.731303,24459.133659,1999.217864,758.065357,1061.087492,0,22.334412,1320.268079,1400.17014,1370.952,3587.525649,147.055336,5241.087672,7437.354058,114.0156,12.884256,12.884256,120063.890639,30364.784052,1322.14423,3940.998752,0,16.407729,1362.778019,2435.56495,15363.0234,23559.178355,346.381643,17919.821307,23280.900202,151.908
Ago14,118594.967084,31136.30095,n.d.,19820.477548,30.622771,3054.781547,16065.85584,2138.032096,113.31148,3745.7179,9474.520467,174.706648,2398.440041,13403.599597,4764.432005,266.914,12007.254194,1795.248709,1795.248709,356731.34,356731.34,1555.448673,24.7445,383.51928,87.55,298.728565,760.906328,12373134.139273,71248.93795,0,1355978.411782,848494.010068,3411944.10905,322354.227197,22721.15412,17321.723,54093.264021,4739554.068178,0,33117.230914,429711.312003,302880.168414,92305.023112,407481.603504,263928.89596,322479.477869,51191.771768,0,18250.638773,22319.186796,5039.220618,3437.035663,14554.299039,4338.344639,7795.709294,65634.701418,5321.186026,30660.364069,8870.043993,80269.953042,799.747917,3997.274814,24664.883684,2268.601501,733.158458,984.851478,0,10.494475,1636.894808,956.93447,1268.3169,4669.717618,160.003767,5752.914659,6135.67338,87.32217,2.492238,2.492238,135407.063959,45915.56802,864.215182,4035.672817,0,5.33903,1600.049181,1718.01958,14991.4215,24892.919658,439.763775,19120.85647,21711.945046,111.2937
Sep14,105288.714679,27461.026243,n.d.,16818.148029,36.169585,3196.624499,11296.91808,2366.281309,128.882578,3737.8085,6234.707298,174.062433,2423.212293,15493.613399,5436.251412,251.56345,10233.445571,1901.237332,1901.237332,518751.5376,518751.5376,1483.081521,39.4499,360.4185,128.39504,372.942612,581.875469,12246015.2321,76820.201929,0,1272605.931339,788736.91624,4321763.45572,159443.155174,13191.57968,23768.2397,61616.364745,3802051.94795,0,34038.962797,601625.527103,305191.201471,92116.702339,416836.541413,276208.5045,321940.626383,45383.877503,0,24968.896621,24132.71547,5495.853979,2249.260765,15351.806955,6972.194469,9002.857294,56594.088419,6294.042691,27947.873566,9725.866127,83632.861611,752.327125,3436.103788,24473.573171,1929.336652,766.766124,942.792258,0,4.6036,1471.891141,1507.257631,1581.2867,3816.875746,126.376765,5553.634234,6687.063248,85.689072,10.6722,10.6722,108116.852685,23986.456443,1417.052209,3628.285555,0,8.18006,1288.864972,2210.627682,14822.4094,20635.90027,390.394002,17965.568909,21664.865067,98.248116
Oct14,120168.704924,31339.590991,n.d.,19346.249273,40.508478,2915.876116,14816.86941,2175.011604,120.18382,2953.9076,10457.564751,186.244996,2678.58471,15090.859285,4923.274993,224.3241,12899.654797,1804.882618,1804.882618,664715.538,664715.538,1502.098849,139.7056,324.373926,95.82741,422.836095,519.355818,13467221.881302,36773.886996,352.5,1157273.279307,792148.853907,4695238.57788,238553.21284,8901.08827,20735.662,64025.059576,4575435.362477,0,39226.87102,785197.233997,263379.334086,90829.848598,404944.443848,294206.6665,315905.173126,43811.786703,0,23381.856248,22579.843146,5399.823301,2860.662086,14223.359127,5789.139494,6897.593971,61853.200993,6970.544265,26482.238394,9119.215783,81113.003442,979.552347,4443.353826,23700.305341,1852.821106,697.421277,898.473442,0,0,1458.408648,1317.42947,1502.5774,3541.027281,138.993079,5274.893977,6878.19549,140.064171,3.678192,3.678192,112458.090047,28505.1803,1372.349394,3997.996378,0,0,1533.552169,2259.45344,13958.7142,22828.972324,436.755643,16700.35133,20696.012474,168.752395
Nov14,115446.931664,34153.336659,n.d.,18793.40598,38.40457,2340.608205,11625.395,2129.971693,128.29543,3505.317,10236.04811,183.610698,2342.248778,14923.51477,4369.976012,230.244518,10446.554241,2017.584027,2017.584027,481532.1536,481532.1536,1585.795028,51.2837,493.406795,126.37449,353.781643,560.9484,12961847.460122,81725.804879,0,1213055.331705,726767.110193,4528566.2042,163108.600954,10834.39418,11691.9566,63151.826992,4191648.722177,0,35201.48898,811373.843332,266815.974057,133011.952087,409868.332186,315025.9176,322902.669483,46116.519521,0,22654.28307,24694.896702,4685.00596,2364.10451,15883.1996,6323.519839,7071.031035,56930.918952,6887.008288,29414.669954,8814.806421,86460.300463,995.370002,3607.035166,25652.310671,2064.103894,754.280011,906.451673,0,0,1656.210383,1455.33598,1262.2938,3337.717196,136.892946,6387.59701,7514.191382,177.236396,11.024125,11.024125,119394.828818,28661.578735,1332.323411,3852.255586,0,0,1681.928165,2542.45298,16147.7538,22077.003727,421.945511,17387.461836,25066.810066,223.315001
Dic14,114068.233077,25933.463908,n.d.,20011.164247,28.612612,3144.897438,11638.889608,1405.855504,134.89218,3787.146924,10017.210238,170.741667,2640.318227,16342.383478,5076.240284,254.73,13481.686762,2395.59512,2395.59512,339196.8951,339196.8951,1521.271174,31.961,375.328389,111.30399,351.08342,651.594375,12768192.553479,78187.233321,0,1340849.274369,762707.339213,4429736.11201,131839.177721,14151.38229,12138.675,64498.26516,3858177.182537,0,44925.66891,954263.054821,274290.586801,94251.696676,423721.19025,284455.7144,341193.165058,37509.685331,0,28190.278254,26523.980798,4645.02035,2472.647199,13884.072715,6460.218626,8233.339029,67032.416612,5740.130662,30529.017021,10024.262372,94207.92824,1003.331622,4736.836227,26483.625928,1370.530361,794.903205,962.171801,0,104.993343,2124.972247,1487.7309,1499.85763,4546.063975,148.808967,6400.807297,6837.743602,205.0426,10.572016,10.572016,119180.295579,26696.843337,1476.478067,3993.654036,0,196.389693,2071.566301,2589.69607,15382.807689,22870.018492,435.275707,20072.413069,23157.607318,237.5458
Ene15,111888.093838,29100.136494,n.d.,16276.586959,26.053624,2528.248423,14191.42624,2084.662944,94.78782,3580.435891,12839.419234,137.659527,2421.828403,15358.392944,965.824139,249.230499,12033.400697,1285.783646,1285.783646,733007.84,733007.84,1791.371967,119.2644,337.462848,202.02561,325.055016,807.564093,11667274.382213,20736.675824,0,1161861.148189,649499.721611,3922232.22566,145934.730416,4275.93387,13659.1689,52109.98086,4044996.255346,0,41198.8332,792407.038023,177061.520896,66402.688099,342741.205719,232157.2556,307785.661178,38175.469647,0,19824.728812,16511.593686,4475.98304,2745.555934,13803.902541,5669.05731,10473.991334,62987.774286,5517.966322,25951.993341,8271.911159,88242.538529,889.841944,4243.353293,25421.489998,1395.676399,837.38803,1047.26256,0,71.589228,1716.638238,1466.5533,1537.604828,3341.524652,129.161319,5110.556206,8492.482231,275.053007,12.423852,12.423852,113439.031687,23793.354368,1295.753776,3976.28606,0,127.36445,1690.684492,2429.61994,15762.730927,21913.545539,415.570138,17450.627673,24288.131616,295.362708
Feb15,99718.181567,24686.13756,n.d.,15174.276738,21.101594,2190.002529,12995.4808,1991.887493,130.63006,2871.107922,10583.70617,109.206739,2199.386507,12985.198808,1367.822087,226.7499,12185.48666,1624.576178,1624.576178,659292.2334,659292.2334,1485.358254,44.0531,309.285301,123.66293,290.239374,718.117549,11580135.324345,27602.346353,0,1153734.480807,574142.956188,3588737.42147,142092.814632,4707.219266,23657.869718,60413.804787,4079027.400769,0,31100.7917,970838.951535,165703.458299,69006.543259,396605.213462,292764.0521,296803.560467,37164.810846,0,22772.741846,18436.324961,3807.45067,2553.789715,15696.015816,5279.496187,9214.152757,56276.48706,5286.081279,21618.994846,7600.375376,86121.374151,390.614852,4584.850105,24190.603924,1013.938288,715.937425,757.470326,0,33.853269,1688.747901,1728.01336,1671.272882,3168.449705,95.06379,4719.464512,8482.134188,116.258278,12.940704,12.940704,113099.919407,25826.930975,1329.077945,3662.43,0,35.897871,1549.901851,3039.41284,18480.86577,21568.618981,248.926543,15130.183034,22112.2993,115.374297
Mar15,129051.494548,35598.094049,n.d.,19255.328387,26.15422,2507.339285,14538.3379,1732.621386,130.00048,2891.644491,17375.809526,112.213034,2526.147364,14967.710758,5213.703311,250.1214,11926.268957,1665,1665,892664.654,892664.654,1826.420143,283.969,409.709916,159.08557,353.115724,620.539933,12257802.417552,44799.666422,279936.116274,1103794.615311,593993.239675,3221463.89989,168796.5,6788.36044,36953.964974,57315.489477,4596032.117111,0,36017.1003,1202794.556539,104085.932019,86500.389755,392422.320365,326108.149,335571.768465,39306.270885,34.712198,23850.156411,19855.959857,3770.398335,2274.518312,13526.501165,5744.971751,11183.760965,75073.645145,5689.701965,63209.484376,8147.011617,58189.9921,1114.221714,4600.461669,27597.342428,1435.155201,840.521556,804.240279,0,0,1218.688118,1716.56582,1707.466693,4120.356527,91.724133,6342.191096,9046.044205,274.3888,12.914244,12.914244,117485.209027,24985.826409,1609.046368,3895.885998,0,0,1316.72665,2861.21768,17982.652405,22576.110605,263.690221,17738.156122,23965.368869,290.5277
Abr15,122506.307783,29082.023004,n.d.,13865.673181,28.726375,2688.94253,21102.83208,2003.157777,105.00817,3680.532251,15350.934069,112.985111,2622.609439,15691.332117,4240.324387,227.0792,11704.148092,1654.412324,1654.412324,668045.4066,668045.4066,1632.120458,148.7304,232.051512,162,361.8992,727.439346,11847271.318705,93769.6154,142923.676347,1100601.790017,543002.612604,3532360.57914,255812.41952,3631.9509,47380.373143,69120.843594,3843611.612324,0,38663.577,1213475.785517,107114.519727,90216.631262,427047.66621,338537.666,296299.474389,38049.514763,18.263441,22919.740198,21801.242766,3901.955397,2533.867075,13165.968675,4679.207149,11197.983206,66675.695259,5530.781969,40372.281622,8769.661515,51489.560568,758.413678,4435.337108,24878.191296,1319.973537,721.674951,855.041431,0,52.721714,1422.862092,1625.62796,1486.077872,3412.897336,112.118161,5822.243263,7728.424429,318.52855,13,13,114323.211723,27681.104985,1268.553075,4164.191625,0,97.188432,1337.213174,2502.65616,14892.278072,22166.141008,290.426725,16941.715156,22689.07745,292.665861
May15,131954.816306,28817.523459,n.d.,17273.881371,25.121762,2468.852566,26951.915855,1895.428637,62.02179,3159.310074,16096.102624,94.578362,2756.675314,15874.776537,5061.393458,237.735,11179.499497,1622,1622,522287,522287,1682.591455,337.6917,212.66928,242.76588,336.71272,552.751875,11852370.603598,184286.51707,152877.364323,1212095.944138,528216.030237,3025524.14218,316530.92258,3047.46632,20590.8648,60970.717074,4127888.080793,0,40069.90015,1234494.585533,91400.214829,99971.539552,413020.200419,341386.1136,290644.070226,39796.6359,21.35823,21138.543971,19824.758192,3698.20087,3479.028077,14618.737534,3347.444732,11068.904839,65068.593715,5730.668372,33756.125989,8269.954125,56168.253236,347.118109,4309.744335,24602.101395,1337.187161,974.053558,680.880862,0,114.265767,1205.902187,1022.01519,1550.833656,3637.237714,92.988511,6489.358505,7354.789221,142.589063,11,11,109508.525991,23033.466699,1827.696601,2995.529787,0,175.289694,1115.20324,1671.76495,14297.02573,24189.532388,244.515915,18236.894024,21610.888503,110.71846
Jun15,145735.27267,36015.516321,n.d.,17801.697761,30.610839,3249.241955,28183.778255,1745.10351,104.88194,3357.223747,20130.58871,115.831066,2744.212891,15528.961269,4297.761291,200.148624,12229.714491,1678.707938,1678.707938,731409.7296,731409.7296,1686.336938,124.6784,188.420096,280.53025,382.409713,710.298479,12179036.250645,193629.025425,165336.16697,1086155.159933,717605.518844,3725895.32148,267213.62904,5395.11133,24323.7325,62924.702436,3890935.25246,0,30660.39009,1032651.460296,125966.241313,92439.525732,438076.738196,319828.2746,347710.672776,63329.948342,26.822014,21533.26133,20118.655244,5220.655083,4015.223536,12339.251065,5434.814627,12306.142999,70694.880664,4844.652014,59878.507916,8081.890366,54839.730429,289.22381,4757.013337,25129.907582,1318.437836,1012.803463,1039.373486,0,115.365488,1212.157916,1724.0771,1626.683912,4265.05099,99.66474,5794.779029,6742.688276,178.825346,9.64649,9.64649,116731.652455,32690.32955,1963.675957,3630.617806,0,170.568274,1029.482225,2777.16071,12650.043549,22722.376382,268.483247,18341.946171,20290.303932,196.664652
Jul15,155313.312499,42270.143919,n.d.,18096.072746,30.418893,2429.361178,32618.437903,1901.322476,131.02277,3673.472807,18989.260172,83.706479,2587.000481,15721.185447,4581.436874,257.3725,11943.097854,1591.669753,1591.669753,646275.4833,646275.4833,1571.867479,91.2934,148.432671,194.4304,375.12783,762.583178,11390855.134953,318867.02294,160276.460606,1089269.411262,591594.302938,3837579.86624,428201.3044,4215.72778,28387.7849,69339.600486,3779283.220913,0,34508.45945,29125.412059,157522.456056,95817.304151,420110.104372,346756.6964,362920.643567,75007.14179,27.96971,23458.077765,19724.917851,4618.669733,4613.216117,12855.930135,5215.72069,10236.422918,67379.924863,4571.20743,64067.847959,8153.937592,58119.516669,86.204576,4783.937769,26479.190632,1979.25307,1208.121363,968.292928,0,125.606474,1219.987733,1770.08868,1362.96119,3525.354796,84.247599,6612.183351,7378.472736,244.620712,12.377876,12.377876,126878.90004,35493.350306,2165.68565,4191.842343,0,170.648021,1108.425766,3215.13556,15317.863794,23262.100432,225.305109,18408.598726,23093.795654,226.148679
Ago15,156229.375685,37235.296434,n.d.,19355.021683,31.918156,2995.019308,38159.065848,1834.232314,129.96421,3120.511461,19273.17743,95.231909,2698.253817,14497.616892,3898.246494,253.5584,12652.261329,1692.881596,1692.881596,668729.8386,668729.8386,1272.111203,93.9264,237.432195,23.767618,351.892378,565.092612,12153522.666254,314397.022415,225631.295751,1186745.091527,657696.993178,4187097.46464,493433.09955,3029.23695,25947.3841,59210.942668,3935322.941656,0,32811.00691,36646.509791,144793.927852,91061.571218,388052.202448,371645.9756,349793.680553,66549.054248,135.618845,23746.35804,19857.720117,5113.603582,4895.81116,11686.762766,6580.983465,11733.026732,63114.599234,5127.155668,63248.271427,7634.163859,55100.00982,450.726926,4819.814664,25810.059377,1513.9301,1200.462422,872.585399,0,230.772736,1045.392129,1773.41985,1705.816134,3911.873788,97.39706,6316.309012,6902.285047,239.8157,10.33193,10.33193,122645.837153,27879.830375,1938.15535,4133.855189,0,234.707508,935.269715,3012.33589,18577.487898,24899.184023,196.060389,18014.097341,22575.923375,248.9301
Sep15,158855.420009,40582.26944,n.d.,25373.073629,31.069484,2383.38314,31098.35464,1932.853285,117.86213,3376.90711,17422.866782,104.596174,2642.917008,16742.243331,4881.672781,256.255,11909.096075,1567.424393,1567.424393,405473.2221,405473.2221,1599.673698,86.436,283.78134,196.89318,424.973013,607.590165,10937893.062205,167917.6763,275630.749733,1069858.343002,1083143.033007,3138160.71201,524761.677404,1363.30725,20129.6508,68494.071092,3582729.559273,0,34153.20121,34798.095067,146011.242144,68949.78349,376590.561223,345201.3992,377317.312249,79908.718226,639.203066,22343.699349,27634.492412,4860.926265,5142.180025,13286.669216,5723.955009,10177.786328,68711.549319,4716.803837,65150.453862,8565.422082,56064.120871,351.41182,4039.920562,27035.195413,2724.461909,1257.664099,903.777904,0,108.5165,1303.545209,1835.76799,1334.462075,3860.076044,84.83712,5501.783561,7998.009258,122.293744,13.015296,13.015296,130450.959337,38546.074118,2042.507114,4153.158052,0,181.967905,1207.927574,3113.79617,14013.536685,25476.449186,163.286149,18172.475972,23171.923372,207.85704
Oct15,158652.392438,38950.235453,n.d.,29981.312069,49.111006,2402.933655,28232.86032,1647.811418,88.73073,3409.363133,20583.477254,126.605828,2679.185296,15301.089566,4371.190039,253.133082,10575.353589,1696.490394,1696.490394,497247.0534,497247.0534,1757.66194,367.305,102.547161,247.47431,420.678379,619.65709,12813488.597454,299023.9077,279011.257644,1210429.725309,1161878.09411,3493904.26675,519781.6,690.0418,19883.5841,58997.901824,3705933.663852,0,37079.10657,1036505.933223,140947.027397,111685.642948,378163.882227,359572.962,367825.300912,65160.473715,636.594783,23131.838567,26276.925658,4883.36336,4552.067442,12952.194889,6380.506061,8127.138652,69140.134758,5027.565293,68193.893216,8690.768426,59651.607634,513.597177,4506.631281,26178.911287,1405.620599,1506.395147,729.332551,0,0,1117.008564,2055.00143,1144.596412,3832.005974,79.000403,5789.310851,8222.390662,298.248694,12,12,123868.366444,28946.213241,2058.749528,4404.209117,0,0,999.689866,2950.7833,14620.981508,27203.683905,196.741787,17530.855532,24742.903146,213.555514
Nov15,158652.392438,38950.235453,n.d.,29981.312069,49.111006,2402.933655,28232.86032,1647.811418,88.73073,3409.363133,20583.477254,126.605828,2679.185296,15301.089566,4371.190039,253.133082,10575.353589,1591.424347,1591.424347,418792.9831,418792.9831,1980.570282,146.8368,433.486377,325.32435,441.876756,633.045999,12344044.155872,261067.406526,281147.986985,1069858.626345,1050312.995142,3705550.41251,334314.12087,3701.15793,17077.4851,62564.986334,3569293.154066,0,36404.610997,975283.114568,124674.706472,106264.335865,382933.047362,363596.0088,363408.648453,60053.002583,51.417661,20811.373412,23488.845481,6261.548568,3832.171193,13912.547001,5443.825759,10363.605022,73343.207121,5594.876839,67632.70093,7527.2043,60562.80684,420.572561,4108.943182,28381.41526,2523.243225,1537.383946,872.209424,0,178.038307,1340.183405,1934.49472,1296.56531,4465.788159,108.642781,4943.550576,8965.031912,216.283495,6,6,115886.381483,28646.243469,1924.515535,4740.054009,0,226.887968,1082.739263,2561.11925,13147.272575,27339.351305,250.046588,13808.305856,22002.630986,157.214679
Dic15,186450.066594,42428.621912,6666.78966,44383.578058,45.54018,2245.13638,29480.86659,1169.640282,154.50202,4699.246482,21177.741709,114.087289,2307.062983,15705.752742,4254.825307,259.901892,11356.773108,1840.622722,1840.622722,477581.7905,477581.7905,1867.494759,174,437.19084,276.58281,380.57832,599.142789,11261431.299832,405361.68257,336515.656986,1238055.892637,1226308.107505,3013237.724,301456.597,4039.76673,13994.06,63264.691738,3771939.86349,0,40716.527822,63285.957856,105905.696627,113090.263534,435361.165237,128897.6461,406190.163303,82306.293411,58.832314,25450.826758,31305.976284,4522.71703,3861.095979,12836.556368,8721.538955,10982.804355,78085.88457,5722.14173,68200.585824,8354.389323,61007.847268,538.074455,4234.598679,30337.809662,3124.267362,1672.755747,887.267077,0,140.03164,1193.660364,2825.63831,1259.571353,5135.211766,72.406035,5191.142467,8547.572666,288.284875,13,13,116778.437101,28246.980355,2093.72321,4434.943313,0,262.274823,925.79404,3687.71847,14432.108697,29505.534751,183.788314,10716.095878,22041.355207,248.120043
Ene16,157317.398016,32750.59369,7399.2891,36675.88132,65.971474,2165.12452,24385.38241,1578.01096,117.30802,3637.368072,14135.733607,97.115018,2340.314,14848.50907,4987.624166,233.044603,11900.127986,1189.1842,1189.1842,696399.171,696399.171,1982.580359,190.962512,635.466044,105.8167,347.545983,702.78912,12261106.741157,217461.104247,196764.597699,1037019.296701,1178335.531737,3001617.387776,119028.34,5532.36861,13191.4224,50778.867255,3366211.963789,0,42427.55739,1958869.374447,77580.100421,121294.301575,334704.64361,540289.8835,334005.278058,53864.621291,36.812887,19313.702675,22972.560766,4453.128968,2859.623083,14445.505257,5854.910189,9968.938207,61827.2879,5226.464669,66323.269772,7676.501142,54154.528904,87.355015,4940.067333,25799.568363,2310.606362,1755.88163,703.179389,0,0,1189.79355,1799.84349,1516.05433,4225.175531,61.716236,5093.8462,7103.679486,39.792159,0.00357,0.00357,102351.431419,19189.079831,1976.619894,4313.645499,0,0,1005.020457,2680.96286,14769.694576,27337.527347,129.80179,10994.831852,19916.096786,38.150527
Feb16,169109.00718,39788.675033,10632.3792,42049.216037,42.977645,2800.68162,25326.01392,1505.722545,160.86133,4233.479006,10448.775238,159.999762,2257.857716,14102.475831,4513.213375,207.568475,10879.110447,1487.530314,1487.530314,636212.2928,636212.2928,1578.334651,123.295058,518.39216,104.20088,345.109593,487.33696,13254984.5617632,213397.7262,238855.354767,1304338.699408,854765.162777,3392829.005494,178385.25,4098.22828,23253.0528,57736.6459,3233495.53692,0,41671.81294,2106883.085209,80344.162744,126369.23449,379272.878015,252056.565,367396.259436,81816.675493,45.609556,24011.182934,22385.663598,3728.627107,3209.095382,14235.454199,6399.722448,9828.13135,67777.303583,5086.419678,67596.341172,7422.909831,49947.420681,25.060121,3880.642303,25043.967392,1814.074543,1632.274929,789.935337,0,0,1332.537705,1858.044,1255.29948,4582.596515,100.765672,4606.051537,7072.387674,0,0.002952,0.002952,106703.449865,22810.321316,2179.403413,3984.375906,0,0,1080.484724,3592.88949,15529.256786,26512.73558,241.166003,10141.395997,20631.42065,0
Mar16,188051.785164,42999.516627,13438.229154,49950.0268,48.364142,2397.94282,27863.42997,1269.886107,123.91522,2911.100029,12462.994485,113.593499,2511.968609,14159.627271,5316.542761,248.692774,12235.954896,1597.187608,1597.187608,763355.5275,763355.5275,2295.234855,359.599204,997.790622,63.71618,317.911986,556.216863,13004092.561649,208309.2996,209635.880232,1331579.220386,921659.451593,3135028.75797,295894.816,3345.252035,23188.59,67111.236099,3645194.090628,0,40648.41015,1546412.800285,83485.252502,134590.404852,363998.084502,269735.863,370020.632834,78777.113643,40.118772,23429.931079,24986.251416,4295.079003,4410.799044,13921.786889,6529.588075,10911.823404,68492.011569,5165.051741,64147.08971,7145.143365,52893.852173,19.351851,4855.6411,27073.338859,2561.348712,1653.840776,768.502179,0,0,1307.486458,2280.53789,1743.712751,4364.608104,108.127936,4999.378356,7285.795697,0,0.003358,0.003358,110563.853503,25350.117578,2237.517626,4286.22005,0,0,858.073453,3058.20964,15448.605795,26412.885809,209.065723,10998.345668,21704.812161,0
Abr16,187983.028286,36635.473313,21958.777833,42876.952208,57.717678,2525.812545,31769.9977,1337.700323,142.65478,3212.782378,14846.452548,97.899604,2255.016194,13894.513172,3945.308341,240.979622,12184.990047,1440.5619,1440.5619,661147.8375,661147.8375,2334.896614,600.093372,664.678854,70.25862,307.14577,692.719998,12563932.097276,168162.0624,245639.963108,1163268.245311,1002765.86407,2804973.9105,256286.06,1720.40217,26892.3714,60382.324758,3687656.691179,0,41991.20856,1402284.235622,78158.786826,118280.081633,424120.532913,292139.1914,347796.189672,51035.748966,48.666665,24777.2114,24546.16438,3614.235285,3490.480708,15355.539043,6903.170198,11356.920553,72113.411586,4731.078681,68352.901783,6922.798897,49565.962882,391.813526,4590.085119,25697.715452,1740.526026,1604.176462,674.873281,0,0,1253.924204,1718.76567,1638.693234,4647.235239,108.170192,5090.910252,7048.984196,171.456696,0.003024,0.003024,96493.10497,11531.479517,2157.706622,4338.585508,0,0,833.556552,2971.71859,15878.762978,26376.504285,185.179351,11289.193584,20745.104887,185.313096
