"","RD12951DM","RD12952DM","RD12953DM","RD12954DM","RD12955DM","RD12956DM","RD12957DM","RD12958DM","RD12959DM","RD12960DM","RD12961DM","RD12962DM","RD12963DM","RD12964DM","RD12965DM","RD12966DM","RD12967DM","RD12968DM","RD12969DM","RD12970DM","RD12971DM","RD12972DM","RD12973DM","RD12974DM","RD12975DM","RD12976DM","RD12977DM","RD12978DM","RD12979DM","RD12980DM","RD12981DM","RD12982DM","RD12983DM","RD12984DM","RD12985DM","RD12986DM","RD12987DM","RD12988DM","RD12989DM","RD12990DM","RD12991DM","RD12992DM","RD12993DM","RD12994DM","RD12995DM","RD12996DM","RD12997DM","RD12998DM","RD12999DM","RD13000DM","RD13001DM","RD13002DM","RD13003DM","RD13004DM","RD13005DM","RD13006DM","RD13007DM","RD13008DM","RD13009DM","RD13010DM","RD13011DM","RD13012DM","RD13013DM","RD13014DM","RD13015DM","RD13016DM","RD13017DM","RD13018DM","RD13019DM","RD13020DM","RD13021DM","RD13022DM","RD13023DM","RD13024DM","RD13025DM","RD13026DM","RD13027DM","RD13028DM","RD13029DM","RD13030DM","RD13031DM","RD13032DM","RD13033DM","RD13034DM","RD13035DM","RD13036DM","RD13037DM","RD13038DM","RD13039DM","RD13040DM","RD13041DM","RD13042DM"
Abr22,170168.395524864,39754.12016348,15706.931968,38663.15684685,46.8784732,2128.128866,18420.80053881,153.4939583,16.294412,14819.35932854,15311.381697536,0,3050.6780825,3560.36611224,4680.779802336,63.3706875,13792.654587572,2372.750471,2372.750471,1106279.12616,1106279.12616,2645.3656994,201.0233238,983.9264884,110.952,71.9692974,882.5727937,7567284.02775906,67298.5106,56025.55107983,1297574.04705376,791801.248336568,1610484.585566,352567.469898,33898.9673466775,32853.896,0,2477952.38756047,0,98433.26709064,100902.139999965,2799.4564,169103.9226442,289964.580845975,180031.997336976,247226.513457301,53216.8239884316,6237.3933075584,10168.3049638302,17332.2663271521,2096.2486488085,10336.5464849472,10446.3642522493,956.1066451106,16483.7751014679,33194.5427602626,1872.3854180688,29134.9423127598,1946.0776901995,48704.1849465018,245.87961226,4854.6709976922,20947.522573893,1858.9865238,2478.0530997,403.3740082,0,345.210227,1321.3716304,181.523971,1767.869414,2650.301667131,0,2724.80355592,7144.318714742,71.709762,0,0,98938.150281426,39621.88925252,3513.0796445,3756.27958246,0,505.071935,932.7581021,545.498586,10142.447153,14924.189831141,0,9606.03960527,15329.807771835,61.0888176
May22,174258.00081496,42853.25229136,0,38384.91265018,44.08294234,2826.139648,19202.8385646,130.25071494,19.533368,14496.69232436,18891.671195033,0,3389.18475992,14516.493596431,4656.85437272,173.4404235,14672.653963576,2405.8468,2405.8468,1021111.250204,1021111.250204,2618.65380835,232.725243,1004.0913904,142.5456,402.9679264,720.1692477,7666647.38115317,144930.2214,47038.809788,1563118.93788502,841712.668896149,1749024.374805,311993.227148,50183.2091677367,46761.24568,0,2096920.92728215,0,129780.5743036,91817.6380569645,11305.7658,153810.5224164,245233.130074975,177963.12844918,251878.228962032,59460.2578151288,5897.7309320984,7602.3773751631,18039.9530569239,1975.5286046968,9757.1611269373,9175.5649610946,863.1312270293,16702.8831984204,36587.40601733,1766.7801115829,18747.8404479515,6786.8184570721,53071.363585068,0,5443.432045535,19173.080513311,1907.3825248,1968.3163303,365.46803064,0,331.018061,1443.23407356,236.665905,1903.448006,2494.964563175,0,1692.26505322,6830.317965616,0,0,0,117087.697760526,51134.04354598,2929.7897525,5165.60793806,0,468.397771,952.4873376,624.342099,11350.377518,18670.680165005,0,10509.81406448,15282.157568901,0
Jun22,198466.837018,43057.297132,16336.155976,37749.351768,41.445048,2751.063539,19551.170863,127.947566,31.57876,17856.149538,23915.6038,0,3093.085232,13884.095819,4708.71767,99.245963,15263.928344,2287.0077,2287.0077,1166572.32078,1166572.32078,2680.157716,304.807835,1156.46614,180.0448,296.2134,469.872645,7993972.199412,123261.8358,70688.650654,1412007.745988,711264.777633,1791826.784974,233219.076757,37945.943863,44104.26464,0,2788240.68977,0,103918.302474,99250.5305579999,11514.70173,139734.369682,243811.072341,178144.452548,257645.018077,53000.58348,6621.248847,8556.810158,12882.063521,1888.209069,9438.75524,11246.210345,1882.37891,26717.503248,34449.252497,1764.7071,30002.532847,7589.310956,44604.695164,1427.940418,5572.816277,21188.328211,1527.786806,2187.367513,513.875559,0,269.784481,1482.52529,261.779404,1808.383862,2711.889031,0,2978.259928,7045.937288,400.739049,0,0,102374.639918,35607.806549,3146.953526,4396.051447,0,302.850582,1058.234406,972.724615,10326.728176,20115.379816,0,12185.798637,14134.188159,127.924005
Jul22,195233.72050015,33065.17557774,29289.046959,37572.2384629,47.8597989,2346.089414,17045.20786482,115.1663817,38.60334,13604.05206879,24559.604752337,0,2910.91037122,14345.521761568,4290.654766337,51.3052072,15952.283773638,2675.4319,2675.4319,1150063.0218,1150063.0218,2208.49881377,165.709545,449.884755,181.576,332.8598958,543.7307295,8120725.88646356,96114.7798,65571.725957,1537787.630576,797031.595008636,1667704.06947,247300.617001,46742.96294237,38832.2704,0,2779197.606131,0,81180.64850932,112036.757018,14506.71872,159928.0460299,278845.192762,192906.26613834,252057.589645652,51222.9011809285,6008.7756109449,7843.84425,17212.752848081,2515.645371,9258.5202051971,12123.177357,2368.7582164033,20889.8037071115,39841.7852461332,1718.220215,18455.984071104,6403.7024927337,49461.530549,1003.7640756682,5728.4242493471,22384.845582535,1638.7880779,2188.888479,676.13957256,0,370.94463,1577.831316,279.11781,2375.99752,2205.508571455,0,2614.62627662,8034.829273,422.174056,0,0,116773.300159047,43559.00054555,2875.4506952,5033.68898433,0,449.052875,1268.663272,1351.20707,10676.092643,22855.249573817,0,12300.80861315,16125.579035,278.506852
Ago22,207738.746198738,43773.97665375,29138.854394,35092.9606832,51.45534169,2190.651456,18464.55352364,139.47061252,46.8224,15892.3496212,23791.710037228,0,3268.64605758,14142.215467527,5044.022726548,194.794236,16506.262987855,1919.9091,1919.9091,1043999.178205,1043999.178205,2603.29882454,361.863936,760.067848,166.2915,383.065641,414.367373,8067969.20080676,63278.4876,50199.29294458,1638626.34787009,778005.689451909,1600813.82358,207926.577152,48450.21140584,55074.364,0,2813716.88516361,0,112941.40866275,107327.617999964,10503.77285,166222.1558622,228536.298961977,181307.267301851,270285.834575041,60850.2964961307,7344.3318996341,9756.9057541221,19550.2807206329,1992.2258746823,9205.8004960121,11543.6840017644,2172.4913896084,18482.5368437954,36978.3535958298,1854.9877920729,27491.0274679629,7067.1202442283,49712.9973541446,30.9984795891,6251.7961648311,23013.084199034,2110.9427502,2525.9488636,412.23015334,0,357.2458484,1723.12683074,252.6062,2780.29145,2837.670128901,0,2631.42841553,7381.593558323,0,0,0,126576.886218866,53686.88467095,3328.4169644,4207.54300399,0,445.0482628,952.2867099,1529.8842,12158.318319,23243.926501581,0,12004.26363466,15020.313951585,0
Sep22,229990.326987,41763.490835,22299.033482,42456.171709,60.362811,2110.342884,21697.788145,156.161744,57.87141,17122.000695,22248.230196,0,2748.743029,35315.745407,5611.955572,173.610362,16168.818706,2263.25633,2263.25633,982041.59712,982041.59712,2159.443547,249.495981,678.039172,117.4811,355.666753,383.425875,7911734.715649,56301.4868,43969.137331,1524049.973057,827837.375268,1531688.23312,353680.967814,45666.316492,42486.7346,0,2704072.067849,0,76778.256737,112189.004045,11378.3632,176508.41511,230834.14164,169316.242586,254721.599202,54387.794062,5401.197581,12238.625498,21419.680985,1766.410061,10150.740716,11632.022896,2693.221475,18215.431919,37732.387117,1569.911543,15896.806764,7007.351794,48689.044916,50.814126,5870.157749,19278.426762,1770.262494,2356.33203,538.024563,0,334.919528,1552.220342,356.83737,861.705633,2425.295792,0,1775.309396,7307.519614,0,0,0,109965.978078,42892.615791,3322.099734,6744.803608,0,412.651812,1032.281039,1726.22131,6478.99774,22727.94904,0,9917.511913,14710.846091,0
Oct22,232464.275265956,37391.8212832,28774.851504,38442.08457888,28.2207386,2316.058,24438.24869007,133.20627916,83.44182,18628.09100894,20130.398012753,0,2788.88418222,35407.841785552,5726.661097569,0,18174.466285012,2454.2677,2454.2677,1101471.302709,1101471.302709,2805.35182087,326.1033587,894.825903,102.1229,417.6669592,516.4250625,8882332.26589086,48481.5166,66196.71913683,1663073.36240763,837405.612916637,1808694.121238,439767.070783,51636.33205728,54973.56204,0,2960267.37922,0,103580.67534168,107610.778199966,12621.59624,163737.6208187,384566.93616597,175144.982725167,263906.423979454,50612.3884243633,254.551426831,7743.0217727495,20504.3708867565,1789.9459473257,11428.4033068476,10630.9387229523,3921.4872007099,19325.274242288,32155.8375457054,2002.6003263649,31157.6652650968,7423.2463161465,54272.8372265626,3972.895769982,6710.9595987717,22280.295934502,1855.6944933,2020.5065868,361.79845408,0,23.968216,1671.8391781,418.12788,2222.751257,2603.643722382,0,2684.69420708,7665.28555286,751.9863869,0,0,114886.995356901,45525.3601317,2775.3750071,3422.78167612,0,1.50464,1031.2036579,2943.85206,11005.080706,23034.592547965,0,10976.42775548,13770.619155536,400.1980191
Nov22,224976.125528785,37182.43146562,22025.779496,38528.67305412,43.30966389,2620.459072,21825.12475065,133.90423753,100.957948,18411.96023554,22013.568685181,0,2625.20705163,36658.378045945,5399.202973024,154.2567552,17252.912094455,2368.0373,2368.0373,1060827.839985,1060827.839985,2725.90051432,388.9908648,803.8288249,102.666,359.4196802,580.6051594,8404700.30933665,38537.3774,40146.03637133,1537032.17732006,761612.284670266,1795848.688136,358470.28473,47421.657918,49310.3235,0,2932041.10648014,0,102384.19590752,115402.298070443,11973.45688,150175.8812812,274840.775791691,185376.76488,244462.158080614,48533.8750678134,137.4235638013,9647.3119322748,18660.1380516301,1583.645833505,8997.5437428346,12408.756562137,3464.9429370317,15136.578363879,36186.3637347548,1781.7612691888,18746.5675738438,7482.1787878511,54005.463719176,1573.0085136844,6116.5984272078,21219.542717148,1733.7194183,2387.6666674,449.19196707,0,31.54442,1666.3881086,517.902832,1229.89275183,2680.920578053,0,2127.59842696,8241.609355535,153.1081914,0,0,113877.766777922,42504.60503559,2962.1517831,4914.93166776,0,2.00032,971.934839,3293.030878,8884.57226697,23330.362846517,0,11256.66243036,15593.104179425,164.4105312
Dic22,251919.081147,38038.272633,22298.331378,43866.0139,76.789021,2613.0612,23330.049359,136.333135,160.487609,19297.419728,27306.962276,0,3124.43434,44990.762437,6692.654861,30.94728,19956.56199,2665.8645,2665.8645,1504515.71139,1504515.71139,2864.480527,315.182775,901.826324,153.0948,381.0356,590.822386,8512472.623646,66183.0497,64159.502165,1681522.272599,731796.257404,1931485.991704,453109.195225,67081.73667,36104.40427,0,2763422.150874,0,94415.587359,108946.672883,12048.0614,148997.596662,178254.891919,170818.252812,278608.259613,45715.829397,251.999263,10923.463091,19117.485238,2480.124811,10029.883164,12827.731608,4434.100641,20383.904995,39421.623201,10561.293236,30465.724153,6951.363906,55882.385231,1908.794626,7252.553052,22997.871185,1685.104009,2140.82075,884.943836,0,16.296174,1736.245624,533.803083,496.334532,3037.685275,0,2960.347134,9057.309452,448.981316,0,0,122917.357053,47201.029206,3119.872746,6205.484443,0,0.7844,1195.614002,3430.557009,5354.943334,26394.415163,0,11940.529692,17722.171444,351.955614
Ene23,198621.328316919,31262.231982,21324.6762,38399.8725686464,86.17743413,2950.52786,22062.20279204,118.5259078,156.3092942,11577.11330631,16452.952157915,0,3065.05806704,32390.765593907,1305.816194056,183.314417,17285.784541875,904.5007,904.5007,1206171.93788,1206171.93788,2395.0127993,144.4369569,653.1684252,90.9636,376.622388,612.9917248,7319400.88814366,33162.71933,2508.03555756,1581199.62687509,543155.037138907,1552376.011838,466894.887505,53539.623402,48919.070654,0,2394552.36854276,0,99351.3954838,44425.634886643,9784.867,78683.5579149,131570.550829993,277345.501185,205489.014384805,41123.3430219764,0.7007147825,7558.4294539193,15630.7434633999,1320.9507926033,9913.1560510596,9107.1180308535,4006.153733031,11271.5049321949,30455.5258725311,1623.9494077384,17975.2463284425,5919.4788210753,42998.0244537389,121.6839551978,6463.0053522609,19315.749241431,1450.1754322,2157.1921706,449.37641714,0,23.6108,1723.4058032,590.5880416,901.0938613,2373.763654786,0,1930.74363206,7715.799428545,0,0,0,99269.49201268,33001.06262626,2952.7653676,5033.89680011,0,0.804,1231.3525199,3274.2965388,8670.1962968,20651.476541157,0,10547.95829627,13905.683025783,0
Feb23,192333.727973284,33925.94166782,14040.41778,36844.7078347,35.10647408,2332.2,12033.2039792,82.1117777,87.953068,20037.7595787,20291.628728056,0,3064.90290931,28549.9990905798,4509.594068234,169.406784,16328.794232904,14.0436,14.0436,1208820.878445,1208820.878445,2137.79995569,1006.3925846,105.16688,157.6624,269.843508,386.7897494,6779766.38749413,39719.0489,6282.04147808,1655446.09636669,598268.191844248,1505729.10499,142601.814585,54427.2709172,48752.0633,0,2279266.43242934,0,68181.9980505,58253.0506065863,8421.03674,113393.5714545,55944.6915119885,140900.97432,223070.892973694,46831.7957107893,802.5085748708,8820.9473354764,12886.1907231396,1207.669619337,6306.0262937585,4730.05094248,3019.4392256997,18358.0454036791,32868.8964268093,1453.4138073011,30636.1197567563,5665.8193272567,43149.5685875858,56.6770665326,6277.7241722219,18540.385397274,1973.6811951,1553.1615295,145.36506665,0,12.07035,1486.9003978,436.199072,1092.040959,1825.272375182,0,2738.67322437,7277.021227672,0,0,0,110161.764307364,52793.43795356,2293.563577,2684.0709643,0,0.6714,1069.2680272,1468.35425,8784.019328,16754.66123916,0,11358.18192317,12955.535644974,0
Mar23,219302.493404,30298.199297,23061.57854,41461.128985,46.737166,2597.73406,23273.42091,443.019789,191.02537,19145.079327,18338.322262,0,2896.749874,35642.841852,5011.606276,33.904555,16861.145141,1219.0037,1219.0037,1138432.027177,1138432.027177,2979.815177,375.007298,1080.618585,169.98,393.58429,403.150638,7822110.816148,24664.43291,30151.10869,1718093.62686,670769.292052,1482265.352555,391488.126344,45345.272466,37199.27552,0,2634600.873623,0,82551.082762,137859.702545,11039.97951,134672.688785,215865.297246,202647.70428,242706.823567,34715.036949,7203.46459,10339.745718,17354.857536,1441.903065,8041.169254,15236.441505,4751.212009,15036.944698,37923.149021,1580.448465,17964.065712,6900.337964,54852.534669,2802.28173,6563.230682,20984.0309959,1766.750029,2106.389232,507.066875,0,22.24672,1838.126256,651.06941,955.694816,2646.809149,0,2369.447613,7653.687038,466.7438579,0,0,92417.1774459,23341.52256,2751.765371,4370.962187,0,0.78356,1182.246253,3251.41665,6704.799409,23522.043695,0,11933.985141,15013.48263,344.1699899
Abr23,221999.154788173,38927.5597678,24952.059075,39865.23855433,55.52552514,2517.48315,19672.26247912,569.0631374,94.38360327,20998.46847654,14143.70778967,0,3115.44935299,35370.2182144058,4772.749092199,72.874414,16872.112156308,2350.3659,2350.3659,1138235.458764,1138235.458764,2568.68212842,271.0280733,794.8477936,120.1302,319.8987003,506.1483207,7458471.93924403,14800.4615,13964.89095,1779867.58001492,585295.150925649,1467574.713332,367232.066628,47600.55493808,27571.90826,0,2400285.0827837,0,57683.0469264,130214.270861429,9714.875,126731.925995,278685.9842511,147070.426877766,249654.943656819,44427.1531420886,2770.9103371645,12012.2582495939,14772.2343002368,1725.7350323396,7326.9421551413,12863.0074339483,3507.3666099266,21838.64807513,37844.3800463531,1430.101798144,25752.0241321691,6315.2775419293,50893.4308148386,0.4544451242,6175.019542691,23008.649440087,1871.2879274,1827.7808804,573.24021834,0,15.4076,1577.0692326,497.05484318,2571.902948,2939.448751538,0,2726.02125653,8409.435782099,0,0,0,130567.528181394,54916.37663055,2608.5279405,5473.10481466,0,0.5304,1081.6455251,3077.48471142,11844.508359,24999.757379397,0,11124.4490106,15441.143410167,0
May23,234780.889651,36342.290737,29623.549725,40591.01259,52.978569,2627.757142,21719.728034,666.752194,101.738967,19304.229025,16584.043,0,2958.312725,40477.515203,5213.458158,163.966411,18353.557171,2561.2578,2561.2578,983307.583776,983307.583776,3065.418132,900.83355,450.544908,172.4382,713.627835,488.827968,7687825.015298,1629.48831,59125.67382,1822053.131754,598083.546506,1496146.201225,542805.304652,41193.444379,47385.23391,0,2400684.816129,0,80522.707585,119577.383351,12013.32458,126241.594578,181850.195665,154333.968855,242527.282439,49905.167433,5915.653938,11205.98053,15739.643598,1832.2963,6823.470662,10639.416747,4083.36169,20118.246784,38812.729703,1371.484936,14357.283921,7164.450774,47224.717154,0.442111,7332.936158,20380.293024,2001.186301,1844.015671,626.385894,0,5.834,1640.964857,631.27135,1806.33957,3052.245526,0,1882.431682,6889.618173,0,0,0,126876.736546,58740.888364,2471.609146,5552.912364,0,0.326,1158.922722,2778.665244,9730.797802,22690.748328,0,9780.335174,13971.531402,0
Jun23,241801.013635,41565.200122,26595.236328,42186.904261,33.429679,1854.568602,22114.861016,679.681863,137.567584,17068.545251,21306.027714,0,3234.081063,41320.830237,6549.314706,0,17154.765209,2631.5675,2631.5675,1318804.200684,1318804.200684,3034.408493,487.243515,872.052017,109.6029,675.649289,279.55993,8095748.007265,1162.5552,32325.83587,1830856.081431,652124.58136,1516288.420253,595202.560206,40348.051389,46393.6822,0,2526368.152435,0,75511.703099,131391.483056,11048.56148,142038.342945,324553.300761,165703.69558,274253.991975,50808.58319,7106.435202,9108.666217,17079.910705,1725.170468,8778.645213,10156.123061,6056.556268,18255.277986,43826.612543,1642.562186,32884.608106,6794.87155,49507.568605,3785.725495,6736.67518,25086.027842,1946.342028,2114.658931,488.210509,0,21.1438,1775.108649,865.346643,2385.89695,3149.735917,0,3971.208775,7475.140422,893.235218,0,0,134840.384607,53802.141832,2943.983832,4727.684926,0,1.2283,1269.43015,3832.130287,13830.67985,23905.39712,0,13974.117356,15970.659479,582.931475
Jul23,229728.184945,32549.774896,29396.104788,42122.496063,46.698784,1993.17558,22501.404523,1030.728793,126.019973,18731.62744,15728.690056,0,2860.324539,37867.936955,7274.950935,144.324723,17353.926897,2812.9333,2812.9333,1227656.231532,1227656.231532,2754.970516,195.188822,1117.728337,90.912,497.971571,340.972298,7918536.546288,1611.2433,29242.370541,1783015.142949,660266.99994,1718583.160799,613734.58949,43837.11885,32860.453,0,2270651.889025,0,105538.795606,126180.752978,4705.28584,127438.79169,234518.189493,161802.762788,244949.00804,43425.030059,5308.670733,8526.762894,16925.05182,1872.690842,8866.135609,11485.737086,4923.540981,20133.358914,44168.516765,1495.14574,15277.250061,3314.414024,52536.699627,0.400688,6689.602197,23838.131019,1940.534987,2017.100788,598.199996,0,15.0626,1637.469615,1047.16076,2992.044648,3901.55775,0,2390.088804,7298.911071,0,0,0,126869.889965,48319.593715,2688.869188,4493.752488,0,1.0918,1226.472732,3599.423038,15161.870414,24707.772284,0,10529.24959,16141.794716,0
Ago23,223178.19142,34575.918362,25803.137343,38568.454216,34.344951,1966.90963,20765.107151,1029.571739,219.257215,18090.852813,9030.630591,0,3444.554455,41637.673477,8010.356322,0,20001.423155,2697.8895,2697.8895,1226881.399075,1226881.399075,1968.336292,202.451585,765.832502,59.465,549.384678,0,8880489.512317,1401.55548,34252.51654,1820369.055975,644911.380124,1812590.880025,636653.950528,45772.560286,52684.3779,0,2943199.155297,0,73197.871643,125037.532451,10903.8204,150757.141781,341756.684114,184384.029774,264122.448891,44704.009927,7191.09621,8317.54484,17867.791579,2006.584836,9878.048131,9826.906843,6062.062706,18190.67138,40483.866604,1886.945312,26150.593826,6087.683718,54735.854823,3651.711273,7081.076883,24443.937308,2112.134301,1631.44881,417.05529,0,10.10331,1674.255047,1002.292228,2037.34741,3636.55918,0,3459.942366,7631.950334,830.849032,0,0,135609.725654,62353.106339,2348.159952,4581.922773,0,0.80409,1208.399581,3539.852705,12638.85263,21490.967246,0,11336.528658,15453.491038,657.640642
